?;GB-14530;George Bell;Corporate;Philadelphia;Pennsylvania;East;FUR-TA-10004152;Tables;Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf;241.92
First Class;AH-10030;Aaron Hawkins;Corporate;New York City;New York;East;OFF-LA-10003148;Labels;Avery 51;18.9
First Class;FH-14365;?;Corporate;Long Beach;New York;?;FUR-CH-10004983;Chairs;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;1448.82
Standard Class;MV-18190;Mike Vittorini;Consumer;Detroit;?;Central;OFF-PA-10001204;Paper;Xerox 1972;10.56
First Class;?;Ross DeVincentis;Home Office;Richmond;Kentucky;South;OFF-LA-10001982;Labels;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;?
Second Class;JO-15280;?;Consumer;?;California;?;OFF-PA-10002377;Paper;Adams Telephone Message Book W/Dividers/Space For Phone Numbers 5 1/4X8 1/2 200/Messages;22.72
Second Class;DL-13315;Delfina Latchford;Consumer;New York City;New York;East;OFF-ST-10002352;Storage;Iris Project Case;?
First Class;HA-14920;Helen Andreada;Consumer;San Francisco;California;West;OFF-BI-10002557;?;Presstex Flexible Ring Binders;10.92
Standard Class;DR-12940;?;Home Office;Providence;Rhode Island;East;TEC-CO-10001449;?;Hewlett Packard LaserJet 3310 Copier;5399.91
?;ZC-21910;Zuschuss Carroll;Consumer;Aurora;?;West;OFF-FA-10003021;?;Staples;?
?;?;Sean Braxton;Corporate;Houston;?;Central;TEC-MA-10000822;?;Lexmark MX611dhe Monochrome Laser Printer;3059.98
Standard Class;CM-11935;Carlos Meador;Consumer;?;?;South;OFF-AP-10000692;Appliances;Fellowes Mighty 8 Compact Surge Protector;64.86
First Class;NK-18490;Neil Knudson;Home Office;San Francisco;California;West;OFF-BI-10003981;Binders;Avery Durable Plastic 1 Binders;18.16
?;AJ-10795;Anthony Johnson;Corporate;Jacksonville;?;South;TEC-PH-10002923;Phones;Logitech B530 USB Headset - headset - Full size Binaural;59.18
Second Class;?;Sally Hughsby;Corporate;San Francisco;California;West;OFF-ST-10000675;Storage;File Shuttle II and Handi-File Black;67.78
First Class;NZ-18565;Nick Zandusky;Home Office;?;California;West;FUR-CH-10002335;Chairs;Hon GuestStacker Chair;?
Standard Class;MG-18145;Mike Gockenbach;Consumer;Los Angeles;California;West;TEC-AC-10002049;Accessories;?;1115.91
First Class;LW-17215;?;Consumer;?;Illinois;Central;FUR-FU-10004973;Furnishings;Flat Face Poster Frame;?
Second Class;CC-12610;?;Corporate;Philadelphia;Pennsylvania;East;OFF-BI-10000301;Binders;GBC Instant Report Kit;1.94
?;PS-18760;Pamela Stobb;?;Los Angeles;California;West;FUR-CH-10003774;Chairs;?;218.35
Standard Class;?;Bill Stewart;Corporate;Denver;?;?;TEC-PH-10000213;Phones;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;49.62
Standard Class;AW-10930;Arthur Wiediger;Home Office;Helena;Montana;West;FUR-FU-10000794;Furnishings;Eldon Stackable Tray Side-Load Legal Smoke;?
Same Day;VM-21835;?;Consumer;Newark;Delaware;East;TEC-PH-10000673;Phones;?;129.98
Standard Class;HD-14785;Harold Dahlen;Home Office;?;Illinois;Central;OFF-PA-10003036;Paper;Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book;?
Standard Class;TP-21415;Tom Prescott;Consumer;Houston;Texas;Central;OFF-BI-10004584;Binders;?;252.78
?;?;Jennifer Braxton;Corporate;Milwaukee;Wisconsin;Central;?;Binders;GBC Instant Report Kit;38.82
?;SP-20650;?;Corporate;New York City;New York;East;?;?;?;15.96
?;?;?;Home Office;San Francisco;California;West;TEC-AC-10001013;?;?;29.29
?;PS-18760;?;Consumer;?;California;?;?;?;Logitech Wireless Touch Keyboard K400;274.89
First Class;CP-12340;Christine Phan;Corporate;Warwick;Rhode Island;East;OFF-PA-10000565;Paper;Easy-staple paper;111.96
Standard Class;?;Natalie DeCherney;Consumer;Long Beach;New York;East;OFF-AP-10000595;Appliances;Disposable Triple-Filter Dust Bags;8.74
?;MF-18250;?;?;?;New York;East;OFF-PA-10001815;Paper;Xerox 1885;144.12
Standard Class;SS-20875;Sung Shariari;?;Miami;Florida;?;FUR-BO-10001337;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;290.35
Standard Class;ML-17410;Maris LaWare;Consumer;?;Pennsylvania;East;?;Paper;Xerox 191;47.95
Standard Class;?;?;Consumer;Dover;Delaware;East;TEC-AC-10002167;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45.0
Standard Class;EC-14050;Erin Creighton;Consumer;New York City;New York;East;?;?;Xerox 1980;25.68
Standard Class;KW-16570;Kelly Williams;Consumer;?;?;?;?;Appliances;Holmes Odor Grabber;?
Standard Class;KD-16270;?;?;Houston;Texas;Central;?;Art;Boston Electric Pencil Sharpener Model 1818 Charcoal Black;?
?;CC-12220;Chris Cortes;Consumer;Seattle;?;West;OFF-BI-10004209;Binders;Fellowes Twister Kit Gray/Clear 3/pkg;?
Standard Class;JS-16030;?;?;?;?;South;OFF-BI-10000404;Binders;Avery Printable Repositionable Plastic Tabs;8.6
First Class;?;Natalie Fritzler;Consumer;Newark;Ohio;East;TEC-PH-10004908;?;Panasonic KX TS3282W Corded phone;101.99
?;KN-16705;?;Home Office;?;Colorado;West;OFF-EN-10004147;Envelopes;Wausau Papers Astrobrights Colored Envelopes;14.35
?;JG-15160;James Galang;Consumer;New York City;New York;East;OFF-ST-10002615;Storage;Dual Level Single-Width Filing Carts;?
Second Class;BC-11125;Becky Castell;Home Office;Troy;New York;East;TEC-AC-10001109;Accessories;Logitech Trackman Marble Mouse;89.97
Standard Class;?;Kean Takahito;Consumer;?;Illinois;?;?;Chairs;Global Airflow Leather Mesh Back Chair Black;?
Second Class;?;Alan Schoenberger;Corporate;Provo;Utah;?;OFF-LA-10001175;?;Avery 514;14.4
?;MS-17530;MaryBeth Skach;Consumer;Fairfield;Ohio;East;OFF-BI-10001757;?;Pressboard Hanging Data Binders for Unburst Sheets;11.81
Second Class;SC-20725;?;?;Los Angeles;California;?;OFF-BI-10001031;Binders;?;8.54
Second Class;MB-17305;Maria Bertelson;Consumer;League City;Texas;Central;FUR-CH-10001802;Chairs;?;254.06
Standard Class;MC-18100;Mick Crebagga;Consumer;Los Angeles;California;West;TEC-PH-10000215;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;139.8
Standard Class;DB-12910;?;Home Office;Columbus;?;South;OFF-PA-10003656;Paper;?;?
Standard Class;BM-11575;Brendan Murry;Corporate;Chicago;Illinois;?;FUR-FU-10001918;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;?
Standard Class;JF-15190;Jamie Frazer;Consumer;Manchester;Connecticut;?;OFF-ST-10002554;Storage;Tennsco Industrial Shelving;195.64
Standard Class;MJ-17740;Max Jones;Consumer;Seattle;?;West;OFF-BI-10004002;Binders;Wilson Jones International Size A4 Ring Binders;27.68
Standard Class;CB-12025;?;?;Arlington;Texas;Central;OFF-ST-10001511;Storage;Space Solutions Commercial Steel Shelving;724.08
Second Class;?;Denise Monton;?;Des Moines;Iowa;Central;TEC-PH-10001580;?;Logitech Mobile Speakerphone P710e - speaker phone;?
?;GH-14410;Gary Hansen;Home Office;Los Angeles;California;?;OFF-BI-10003291;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;41.9
Standard Class;CS-12130;Chad Sievert;?;Englewood;Colorado;West;?;Phones;AT&T 17929 Lendline Telephone;108.58
?;KA-16525;Kelly Andreada;Consumer;San Diego;California;West;?;Art;Dixon My First Ticonderoga Pencil #2;?
Standard Class;DC-12850;Dan Campbell;Consumer;Florence;Alabama;South;OFF-PA-10002870;Paper;?;12.48
Standard Class;MM-17920;Michael Moore;Consumer;Philadelphia;Pennsylvania;East;TEC-AC-10000199;Accessories;Kingston Digital DataTraveler 8GB USB 2.0;?
First Class;ND-18460;Neil Ducich;Corporate;?;Virginia;South;TEC-PH-10003645;?;Aastra 57i VoIP phone;161.61
Second Class;HH-15010;Hilary Holden;Corporate;?;California;?;?;Labels;?;?
First Class;AS-10090;Adam Shillingsburg;Consumer;?;Pennsylvania;East;?;Binders;Binder Posts;3.44
Standard Class;JP-16135;Julie Prescott;Home Office;Muskogee;Oklahoma;Central;OFF-AR-10002375;?;Newell 351;?
First Class;CK-12760;?;Corporate;Arlington;Virginia;South;OFF-ST-10002214;?;X-Rack File for Hanging Folders;56.45
Standard Class;DF-13135;David Flashing;?;Rockford;Illinois;Central;FUR-TA-10004256;?;Bretford Just In Time Height-Adjustable Multi-Task Work Tables;626.1
Standard Class;AM-10705;?;Consumer;Los Angeles;California;West;OFF-EN-10000461;Envelopes;#10- 4 1/8 x 9 1/2 Recycled Envelopes;17.48
Second Class;?;Carl Ludwig;Consumer;Everett;?;?;OFF-BI-10001765;Binders;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;242.48
?;CA-12775;Cynthia Arntzen;Consumer;Philadelphia;Pennsylvania;East;?;Binders;Self-Adhesive Ring Binder Labels;?
Standard Class;JF-15190;?;Consumer;Manchester;Connecticut;East;?;?;Prismacolor Color Pencil Set;?
Standard Class;PL-18925;Paul Lucas;Home Office;Philadelphia;Pennsylvania;East;OFF-BI-10003982;Binders;Wilson Jones Century Plastic Molded Ring Binders;?
Standard Class;EB-13750;Edward Becker;Corporate;New York City;New York;East;OFF-AR-10003373;Art;Boston School Pro Electric Pencil Sharpener 1670;92.94
Second Class;DB-12970;?;?;Los Angeles;California;West;OFF-ST-10000464;?;?;69.52
First Class;MV-18190;Mike Vittorini;?;Los Angeles;?;?;OFF-LA-10000081;Labels;Avery 496;22.5
?;LW-17215;?;Consumer;Rochester;?;East;?;?;AT&T SB67148 SynJ;263.96
Second Class;TB-21175;Thomas Boland;Corporate;Henderson;Kentucky;South;OFF-ST-10001580;?;Super Decoflex Portable Personal File;59.92
Second Class;LC-16870;Lena Cacioppo;?;Richmond;Virginia;South;FUR-TA-10002533;Tables;BPI Conference Tables;?
Standard Class;?;Raymond Buch;Consumer;San Francisco;California;West;OFF-AP-10002998;Appliances;Holmes 99% HEPA Air Purifier;151.62
Standard Class;KT-16465;?;Consumer;?;North Carolina;?;?;Accessories;?;?
Same Day;JF-15355;Jay Fein;Consumer;?;South Carolina;South;OFF-BI-10003364;Binders;Binding Machine Supplies;58.34
Standard Class;LP-17095;Liz Preis;Consumer;Lafayette;?;Central;OFF-ST-10004459;Storage;Tennsco Single-Tier Lockers;?
?;BB-11545;Brenda Bowman;Corporate;Oakland;California;West;?;Art;Panasonic KP-380BK Classic Electric Pencil Sharpener;179.9
?;AG-10330;Alex Grayson;Consumer;Mesa;Arizona;?;FUR-TA-10003008;Tables;?;182.55
Standard Class;?;?;Corporate;Los Angeles;California;?;?;Paper;Xerox 194;55.48
?;?;Astrea Jones;Consumer;Rochester;New York;East;OFF-ST-10001809;Storage;Fellowes Officeware Wire Shelving;449.15
Second Class;?;?;Home Office;?;Illinois;Central;OFF-PA-10000418;?;Xerox 189;419.4
Standard Class;AB-10255;Alejandro Ballentine;Home Office;Lorain;Ohio;East;OFF-ST-10004507;Storage;Advantus Rolling Storage Box;?
Standard Class;BT-11680;Brian Thompson;Consumer;?;Maryland;East;OFF-ST-10003722;Storage;Project Tote Personal File;98.21
First Class;Dp-13240;Dean percer;Home Office;?;?;West;?;Paper;Wirebound Service Call Books 5 1/2 x 4;48.4
Standard Class;BH-11710;Brosina Hoffman;Consumer;?;?;West;OFF-AP-10002892;Appliances;Belkin F5C206VTEL 6 Outlet Surge;?
Standard Class;?;Steven Cartwright;Consumer;?;Texas;?;?;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs Squared Back;683.14
Standard Class;KM-16225;Kalyca Meade;Corporate;New York City;?;East;TEC-PH-10004188;Phones;OtterBox Commuter Series Case - Samsung Galaxy S4;124.95
?;AS-10225;?;?;Provo;Utah;?;OFF-BI-10000829;Binders;?;10.78
Standard Class;EH-14125;?;?;Wheeling;?;East;?;Paper;?;447.84
?;BD-11320;Bill Donatelli;Consumer;Los Angeles;California;West;OFF-PA-10004911;Paper;Rediform S.O.S. 1-Up Phone Message Bk 4-1/4x3-1/16 Bk 1 Form/Pg 40 Messages/Bk 3/Pk;?
Standard Class;?;Phillina Ober;Home Office;Naperville;?;Central;?;Storage;?;?
Standard Class;BD-11725;Bruce Degenhardt;?;Richmond;Kentucky;South;?;Chairs;Novimex High-Tech Fabric Mesh Task Chair;70.98
?;NZ-18565;Nick Zandusky;?;San Francisco;California;West;OFF-PA-10000157;Paper;Xerox 191;59.94
?;DB-13270;Deborah Brumfield;?;?;California;West;OFF-BI-10004230;Binders;GBC Recycled Grain Textured Covers;82.9
First Class;SG-20470;?;Consumer;Florence;South Carolina;?;OFF-FA-10003112;Fasteners;Staples;31.56
First Class;HA-14920;Helen Andreada;Consumer;?;North Carolina;South;OFF-PA-10000130;?;?;30.82
Second Class;PS-18760;?;Consumer;Los Angeles;California;West;?;Paper;Xerox 1887;18.97
Standard Class;?;Vicky Freymann;Home Office;Elmhurst;Illinois;Central;?;Paper;Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book;17.47
?;GB-14530;George Bell;?;Dover;Delaware;East;FUR-FU-10001488;Furnishings;Tenex 46 x 60 Computer Anti-Static Chairmat Rectangular Shaped;211.96
?;?;Sylvia Foulston;Corporate;Dearborn;Michigan;?;OFF-AP-10000179;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;555.21
Standard Class;SH-19975;Sally Hughsby;?;Caldwell;Idaho;West;FUR-CH-10001708;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;338.35
Standard Class;GR-14560;Georgia Rosenberg;?;San Francisco;California;West;OFF-PA-10003309;Paper;Xerox 211;12.96
Standard Class;MK-18160;Mike Kennedy;Consumer;Newport News;Virginia;?;OFF-ST-10003306;Storage;?;571.44
Standard Class;EP-13915;?;Consumer;Detroit;Michigan;Central;?;Art;Boston 1799 Powerhouse Electric Pencil Sharpener;181.86
Standard Class;JH-15910;?;Consumer;Cincinnati;?;East;OFF-LA-10000443;Labels;Avery 501;5.9
Standard Class;GA-14725;Guy Armstrong;Consumer;Los Angeles;California;West;OFF-AP-10003971;Appliances;Belkin 6 Outlet Metallic Surge Strip;10.89
Standard Class;?;Shahid Hopkins;Consumer;Jacksonville;North Carolina;South;OFF-ST-10001558;?;?;25.98
Standard Class;AT-10735;?;Consumer;Los Angeles;California;West;OFF-FA-10001135;Fasteners;?;5.94
Second Class;ME-17320;Maria Etezadi;Home Office;Chicago;Illinois;Central;FUR-CH-10002965;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment Black;844.12
Standard Class;DK-13225;Dean Katz;Corporate;Philadelphia;Pennsylvania;East;TEC-MA-10001681;Machines;Lexmark MarkNet N8150 Wireless Print Server;482.34
Second Class;SC-20770;Stewart Carmichael;?;Philadelphia;?;East;OFF-AP-10001394;Appliances;Harmony Air Purifier;453.6
?;GH-14410;Gary Hansen;Home Office;Los Angeles;?;West;OFF-ST-10001505;Storage;?;23.92
Standard Class;SJ-20500;?;Consumer;San Francisco;California;West;TEC-PH-10002583;?;?;15.99
Second Class;MC-17590;Matt Collister;Corporate;?;Texas;Central;OFF-ST-10000636;Storage;Rogers Profile Extra Capacity Storage Tub;66.96
Standard Class;SC-20680;Steve Carroll;?;Columbus;Georgia;?;TEC-AC-10000158;Accessories;?;71.98
Second Class;?;Jay Fein;Consumer;?;California;West;?;Envelopes;Redi-Strip #10 Envelopes 4 1/8 x 9 1/2;11.8
Standard Class;JA-15970;Joseph Airdo;Consumer;Detroit;?;Central;OFF-BI-10004728;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;24.1
Second Class;JC-15775;?;Consumer;Philadelphia;Pennsylvania;East;OFF-SU-10004884;Supplies;Acme Galleria Hot Forged Steel Scissors with Colored Handles;37.75
First Class;?;Emily Phan;Consumer;?;?;?;?;Paper;Xerox 1996;?
Standard Class;AB-10165;Alan Barnes;Consumer;?;California;West;?;?;GBC Velobind Prepunched Cover Sets Regency Series;?
Standard Class;?;Katherine Nockton;?;?;?;?;TEC-PH-10000562;Phones;Samsung Convoy 3;466.16
?;NC-18535;?;?;San Francisco;California;?;TEC-PH-10004531;Phones;AT&T CL2909;302.38
Same Day;DM-13015;Darrin Martin;Consumer;Houston;Texas;Central;?;Paper;Xerox 1990;21.12
Standard Class;?;Erica Smith;?;Los Angeles;California;West;?;Chairs;Global Deluxe Steno Chair;184.75
Standard Class;AG-10900;Arthur Gainer;Consumer;Richmond;Virginia;South;OFF-ST-10001476;?;Steel Personal Filing/Posting Tote;177.55
Standard Class;AB-10165;Alan Barnes;Consumer;Lebanon;Tennessee;South;OFF-PA-10001033;Paper;Xerox 1893;163.96
Standard Class;SS-20410;Shahid Shariari;Consumer;Oswego;Illinois;Central;OFF-BI-10004632;?;Ibico Hi-Tech Manual Binding System;304.99
Standard Class;BV-11245;Benjamin Venier;?;Miami;?;South;OFF-PA-10001125;Paper;Xerox 1988;74.35
Standard Class;AS-10090;Adam Shillingsburg;Consumer;Irving;Texas;Central;OFF-LA-10000973;Labels;Avery 502;5.04
?;SM-20905;?;Consumer;Newark;Ohio;East;FUR-FU-10001876;Furnishings;?;51.97
First Class;PF-19225;?;?;Edmonds;?;West;FUR-FU-10004053;Furnishings;?;80.96
Standard Class;TC-20980;Tamara Chand;Corporate;Lafayette;Indiana;Central;OFF-AR-10001958;Art;Stanley Bostitch Contemporary Electric Pencil Sharpeners;?
Standard Class;?;?;?;Buffalo;New York;East;FUR-FU-10003268;Furnishings;Eldon Radial Chair Mat for Low to Medium Pile Carpets;199.9
?;DL-13495;Dionis Lloyd;Corporate;Thousand Oaks;California;West;?;Furnishings;Executive Impressions 14 Two-Color Numerals Wall Clock;22.72
First Class;DL-13495;Dionis Lloyd;Corporate;Spokane;Washington;West;TEC-MA-10001972;Machines;Okidata C331dn Printer;?
First Class;?;Kelly Andreada;Consumer;Aurora;Illinois;Central;OFF-PA-10001289;Paper;?;186.05
First Class;SM-20905;Susan MacKendrick;?;Newark;Ohio;East;?;Storage;Tennsco Industrial Shelving;195.64
Standard Class;PW-19240;Pierre Wener;Consumer;?;Texas;Central;?;?;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;408.42
Standard Class;?;?;?;Houston;Texas;?;?;?;Xerox 1999;15.55
?;BN-11515;Bradley Nguyen;Consumer;New York City;?;East;?;?;Nu-Dell Float Frame 11 x 14 1/2;35.92
?;?;Erin Smith;Corporate;Springfield;?;West;?;Phones;Wilson Electronics DB Pro Signal Booster;?
Standard Class;LC-16870;?;Consumer;Chicago;Illinois;Central;OFF-BI-10004656;Binders;?;1.73
?;AP-10915;Arthur Prichep;Consumer;?;Washington;West;OFF-AP-10002082;Appliances;Holmes HEPA Air Purifier;65.34
Standard Class;EH-13945;Eric Hoffmann;Consumer;Houston;Texas;Central;OFF-EN-10003798;Envelopes;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure 10 x 13;40.97
Standard Class;RD-19720;Roger Demir;Consumer;Middletown;?;East;OFF-PA-10001125;Paper;?;61.96
Standard Class;KE-16420;Katrina Edelman;Corporate;Tigard;Oregon;West;OFF-BI-10004828;Binders;GBC Poly Designer Binding Covers;5.02
Standard Class;CS-11950;Carlos Soltero;Consumer;?;?;East;OFF-BI-10003656;Binders;?;51.0
Standard Class;BO-11350;?;Corporate;Roseville;Minnesota;Central;?;?;?;50.4
?;MH-18025;Michelle Huthwaite;Consumer;?;Louisiana;?;OFF-LA-10000248;Labels;Avery 52;11.07
Standard Class;LC-16885;Lena Creighton;Consumer;Roseville;?;West;OFF-AR-10001149;Art;Sanford Colorific Colored Pencils 12/Box;11.52
Standard Class;CM-12385;Christopher Martinez;Consumer;Atlanta;Georgia;South;OFF-ST-10001228;Storage;Personal File Boxes with Fold-Down Carry Handle;46.74
First Class;RP-19390;?;Consumer;New York City;New York;East;OFF-PA-10002262;Paper;Xerox 192;25.92
?;?;Helen Andreada;Consumer;Laredo;Texas;Central;?;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;191.98
?;JM-15865;John Murray;Consumer;Akron;?;East;OFF-ST-10002574;Storage;SAFCO Commercial Wire Shelving Black;221.02
First Class;HW-14935;Helen Wasserman;?;San Diego;California;West;FUR-FU-10004090;?;Executive Impressions 14 Contract Wall Clock;22.23
Second Class;?;Liz Carlisle;?;Los Angeles;?;West;?;Art;Newell 35;6.56
Second Class;CK-12595;Clytie Kelty;?;New York City;New York;East;OFF-EN-10001099;Envelopes;?;29.34
Standard Class;QJ-19255;Quincy Jones;Corporate;Springfield;Virginia;South;OFF-EN-10002312;Envelopes;#10 Self-Seal White Envelopes;?
Second Class;FM-14380;Fred McMath;Consumer;?;Colorado;West;OFF-ST-10001963;Storage;Tennsco Regal Shelving Units;243.38
?;DE-13255;Deanra Eno;Home Office;Springfield;?;?;OFF-PA-10003656;Paper;?;?
?;TC-20980;?;Corporate;Houston;?;?;?;Envelopes;Staple envelope;74.35
First Class;KF-16285;Karen Ferguson;Home Office;San Diego;California;West;OFF-PA-10004888;Paper;Xerox 217;19.44
Standard Class;AD-10180;Alan Dominguez;Home Office;?;Pennsylvania;East;FUR-FU-10001867;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories Pewter & Cherry;51.07
?;SR-20740;Steven Roelle;Home Office;Dallas;?;?;OFF-PA-10003893;Paper;Xerox 1962;10.27
?;?;Tony Sayre;Consumer;Columbia;Tennessee;South;OFF-AP-10004868;Appliances;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;43.51
Second Class;JP-15520;Jeremy Pistek;?;San Francisco;California;West;OFF-ST-10001321;Storage;?;?
Standard Class;FM-14215;?;?;Greensboro;North Carolina;South;FUR-CH-10002880;Chairs;Global High-Back Leather Tilter Burgundy;98.39
Standard Class;KB-16585;Ken Black;?;Lowell;Massachusetts;East;TEC-PH-10004700;Phones;PowerGen Dual USB Car Charger;69.93
?;DN-13690;Duane Noonan;?;Columbia;?;East;FUR-FU-10004952;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back 8-1/2x11 25/Bx;164.22
?;EB-14110;Eugene Barchas;Consumer;Philadelphia;Pennsylvania;East;FUR-FU-10002813;?;?;?
Standard Class;FH-14365;Fred Hopkins;Corporate;New York City;New York;?;TEC-PH-10000702;Phones;?;29.97
Second Class;BM-11785;Bryan Mills;Consumer;Columbus;Ohio;?;TEC-AC-10002167;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;?
Standard Class;AT-10735;Annie Thurman;Consumer;Seattle;?;West;OFF-AP-10001563;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;97.16
First Class;LW-17215;Luke Weiss;Consumer;Rochester;New York;East;OFF-BI-10004318;Binders;Ibico EB-19 Dual Function Manual Binding System;276.78
Standard Class;GG-14650;?;?;Los Angeles;?;?;?;Storage;Tennsco Regal Shelving Units;405.64
Standard Class;JF-15415;?;Consumer;New York City;New York;East;TEC-PH-10000347;?;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;14.85
First Class;Dp-13240;Dean percer;Home Office;Maple Grove;Minnesota;Central;?;?;?;44.4
Standard Class;SC-20260;Scott Cohen;Corporate;Seattle;Washington;West;?;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;33.9
Same Day;RA-19885;Ruben Ausman;Corporate;San Francisco;California;West;?;Furnishings;Stackable Trays;9.24
Standard Class;CS-12130;Chad Sievert;Consumer;Los Angeles;California;West;FUR-CH-10003817;Chairs;?;340.14
Standard Class;MK-17905;Michael Kennedy;?;?;Florida;?;OFF-AR-10004344;?;Bulldog Vacuum Base Pencil Sharpener;?
?;PJ-18835;Patrick Jones;Corporate;San Francisco;?;West;OFF-AR-10003394;?;Newell 332;?
Same Day;FM-14290;Frank Merwin;Home Office;San Francisco;California;?;TEC-AC-10003441;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;16.95
First Class;LC-16870;?;Consumer;San Francisco;California;West;OFF-BI-10001575;Binders;GBC Linen Binding Covers;49.57
Standard Class;?;Mary Zewe;Corporate;Arlington;?;Central;OFF-BI-10003784;Binders;Computer Printout Index Tabs;1.34
Second Class;DM-13015;Darrin Martin;Consumer;San Antonio;Texas;Central;OFF-AR-10000634;Art;?;?
?;SH-19975;Sally Hughsby;?;?;New York;East;OFF-BI-10003982;Binders;Wilson Jones Century Plastic Molded Ring Binders;?
Standard Class;HA-14905;?;Consumer;New York City;New York;?;OFF-BI-10002867;?;GBC Recycled Regency Composition Covers;?
Standard Class;JO-15145;Jack O'Briant;Corporate;Richmond;Kentucky;South;OFF-ST-10000464;Storage;Multi-Use Personal File Cart and Caster Set Three Stacking Bins;69.52
?;AH-10075;Adam Hart;?;?;California;?;OFF-PA-10002870;Paper;Ampad Phone Message Book Recycled 400 Message Capacity 5  x 11;12.48
Standard Class;?;Liz MacKendrick;Consumer;Southaven;Mississippi;South;OFF-ST-10004337;Storage;SAFCO Commercial Wire Shelving 72h;306.2
First Class;AP-10720;?;Home Office;?;Pennsylvania;East;FUR-FU-10003424;?;Nu-Dell Oak Frame;25.63
?;?;Marc Harrigan;Home Office;?;Pennsylvania;East;OFF-BI-10002794;?;Avery Trapezoid Ring Binder 3 Capacity Black 1040 sheets;?
Second Class;JE-15745;Joel Eaton;Consumer;Florence;Kentucky;South;TEC-PH-10001557;Phones;Pyle PMP37LED;191.98
?;SL-20155;Sara Luxemburg;Home Office;New York City;New York;East;OFF-AR-10002956;Art;Boston 16801 Nautilus Battery Pencil Sharpener;66.03
Standard Class;WB-21850;?;Consumer;Philadelphia;Pennsylvania;East;?;Fasteners;Revere Boxed Rubber Bands by Revere;10.58
Standard Class;TT-21460;Tonja Turnell;Home Office;?;North Carolina;?;TEC-PH-10003171;Phones;Plantronics Encore H101 Dual Earpieces Headset;35.96
Standard Class;AH-10690;?;Corporate;Dallas;Texas;Central;OFF-SU-10003567;Supplies;Stiletto Hand Letter Openers;23.04
Standard Class;BP-11155;?;Consumer;?;New York;?;OFF-PA-10004438;Paper;Xerox 1907;49.12
First Class;NZ-18565;Nick Zandusky;?;?;California;West;OFF-PA-10001947;Paper;Xerox 1974;23.92
?;HR-14830;Harold Ryan;Corporate;?;Washington;West;OFF-ST-10000036;Storage;?;197.58
Standard Class;PK-19075;Pete Kriz;Consumer;New York City;?;East;?;Furnishings;?;396.92
?;CA-12055;Cathy Armstrong;Home Office;Houston;Texas;Central;OFF-BI-10000962;Binders;?;16.27
Second Class;?;?;Home Office;?;?;Central;OFF-AR-10001468;?;Sanford Prismacolor Professional Thick Lead Art Pencils 36-Color Set;59.9
Standard Class;CA-12310;Christine Abelman;Corporate;Cincinnati;Ohio;East;OFF-ST-10004180;Storage;Safco Commercial Shelving;37.21
?;?;Janet Martin;Consumer;Huntsville;Texas;?;OFF-BI-10000343;?;Pressboard Covers with Storage Hooks 9 1/2 x 11 Light Blue;13.75
First Class;TS-21370;?;Corporate;Los Angeles;California;?;OFF-SU-10000646;Supplies;Premier Automatic Letter Opener;480.74
Second Class;?;?;Home Office;Arlington;Virginia;South;?;?;Sauder Cornerstone Collection Library;61.96
First Class;CD-12790;Cynthia Delaney;Home Office;Shelton;Connecticut;East;?;Paper;?;?
Standard Class;EM-14140;Eugene Moren;Home Office;Superior;Wisconsin;Central;FUR-FU-10001037;Furnishings;DAX Charcoal/Nickel-Tone Document Frame 5 x 7;47.4
Second Class;?;Tamara Manning;Consumer;Jackson;Mississippi;South;?;?;Maxell 4.7GB DVD-RW 3/Pack;47.79
